ïcountyfips,locationname,tract_id,measure,heart_disease,diabetes,cancer,smoke,self_health,binge_drink,phy_act,sleep,chol_screen,insur_rate,broadband_perc,hpsatract,countyfips,hpsacounty,zip,ozone,pm25,dieselpm,pesticides,toxrelease,cleanupsites,groundwaterthreats,hazwaste,impwaterbodies,solidwaste,pollutionburden,pollutionburdenscore,drinkingwatern,trafficn,leadn,asthman,lowbirthweightn,cardiovasculardiseasen,educationn,linguisticisolationn,povertyn,unemploymentn,housingburdenn,californiacounty,totalpopulation,children10years_n,pop1064years_n,elderly64years_n,hispanic_n,white_n,africanamerican_n,nativeamerican_n,asianamerican_n,othermultiple_n
6001,6001401100,6001401100,Coronary heart disease among adults aged >=18 years,2.5999999,5.9000001,3.9000001,10.5,11.7,20.200001,15.4,33,86.199997,89.365189,95.552498,0,6001,0,94609,.028999999,9.6737099,.63700002,0,569.18463,6.9000001,144.5,1.3150001,0,0,45.040001,5.5,110.41,1802.4498,60.790001,101.46,6.6199999,12.79,6.5999999,3.5,29,3.7,18.5,Alameda ,4287,8.8199997,84.699997,6.48,10.75,52.389999,7.7399998,0,20.08,9.0299997
6001,6001401200,6001401200,Coronary heart disease among adults aged >=18 years,3.0999999,6.0999999,5.0999999,9.6999998,10.9,19.4,14.3,30.9,88.5,95.872772,97.819061,0,6001,0,94609,.028999999,9.5432472,.259,0,567.16235,3.1500001,110.9,1.075,0,0,40.869999,4.9899998,110.41,1320.6809,61.369999,89.790001,2.9200001,11.51,6.8000002,2.9000001,20.4,4.5,13.9,Alameda ,2619,8.5900002,82.440002,8.9700003,12.18,61.02,11.26,.079999998,11.49,3.97
6001,6001401300,6001401300,Coronary heart disease among adults aged >=18 years,5.9000001,11.7,6.0999999,12.1,18.5,14.9,22.1,35.599998,87.699997,96.046318,79.191696,0,6001,0,94609,.028999999,9.7713451,.96600002,0,519.53998,27.25,295.54999,2.415,11,0,51.419998,6.2800002,110.41,1724.7874,38.889999,109.78,6.6100001,11.76,12.4,10.1,42.900002,5.8000002,18.6,Alameda ,3921,3.9000001,81.919998,14.18,10.12,38.41,28.51,.61000001,16.76,5.5900002
6001,6001401400,6001401400,Coronary heart disease among adults aged >=18 years,5.3000002,12.5,4.5,16.1,23.5,15.4,26.1,39.299999,84.599998,88.374947,88.249847,0,6001,0,94608,.028999999,10.120882,1.2589999,0,531.80365,66.550003,248.25,1.65,11,0,55.529999,6.7800002,110.41,1456.701,70.410004,81.900002,6.1500001,8.2399998,16.5,5.0999999,54.200001,6.5,34.900002,Alameda ,4732,8.0900002,84.529999,7.3800001,18.959999,25.74,31.93,1.54,12.37,9.4700003
6001,6001401500,6001401500,Coronary heart disease among adults aged >=18 years,4.4000001,10.6,4.5999999,13.6,18.5,17.1,21.6,38.900002,87.099998,93.075287,76.780762,0,6001,0,94608,.028999999,9.8906603,.62599999,0,541.65601,90.949997,176.25,.83499998,10,2,53.27,6.5,110.41,605.94098,67.059998,103.03,9.5500002,9.5600004,10,6,35.599998,6.8000002,25.9,Alameda ,2839,4.54,84.709999,10.74,14.12,36.91,37.34,0,5.3899999,6.23
6001,6001401600,6001401600,Coronary heart disease among adults aged >=18 years,3.5999999,9.1999998,3.8,13.4,17.799999,17,21.5,37.599998,86.400002,87.53936,75.386444,0,6001,0,94607,.028999999,10.120882,.45100001,0,529.87097,103.75,228.7,.935,10,1,52.93,6.46,110.41,552.40338,82.519997,114.33,7.4499998,9.8699999,12.7,12.2,41.299999,9.1999998,30.9,Alameda ,2289,6.6799998,88.160004,5.1599998,20.049999,28.66,35.91,0,11.36,4.02
6001,6001401700,6001401700,Coronary heart disease among adults aged >=18 years,2.7,6.5999999,3.7,10.5,12.6,19.9,16.299999,35.799999,86.800003,88.043816,91.941986,0,6001,0,94607,.028999999,9.6916142,.96700001,0,528.27197,300.95001,378,2.4400001,10,9.1999998,60.299999,7.3600001,110.41,2257.8826,53.25,129.36,6.48,11.38,6.1999998,3.3,18.200001,5.0999999,22,Alameda ,3018,12.06,80.220001,7.7199998,26.639999,38.869999,17.030001,0,12.16,5.3000002
6001,6001401800,6001401800,Coronary heart disease among adults aged >=18 years,3.9000001,9.6000004,4.1999998,13.5,18.200001,17.299999,21.6,38.799999,86.199997,90.231216,87.154472,0,6001,0,94607,.028999999,9.7379475,.70300001,0,500.11432,72.650002,89.800003,.465,10,5,52.599998,6.4200001,110.41,73.7295,85.989998,152.42999,7.8000002,13.03,9,6.1999998,34.400002,6.6999998,18.1,Alameda ,1801,10.94,80.07,9,20.27,33.48,38.200001,.22,5.5,2.3299999
6001,6001402200,6001402200,Coronary heart disease among adults aged >=18 years,4.4000001,10.3,4.4000001,12.9,19.200001,16.299999,22.4,37.299999,86.400002,95.391708,91.1007,0,6001,0,94607,.028999999,9.7175274,.75599998,0,486.85233,158.8,167.75,1.76,10,2.9000001,58.529999,7.1500001,110.41,1039.2184,85.540001,152.42999,7.4200001,13.03,13,11,46,6.5999999,27.200001,Alameda ,2477,11.51,79.089996,9.4099998,16.23,29.870001,31.77,1.25,16.35,4.52
6001,6001402400,6001402400,Coronary heart disease among adults aged >=18 years,5.4000001,12.4,5.6999998,12.6,19.299999,14.8,22.799999,37.299999,88.699997,88.319328,75.105484,0,6001,0,94607,.028999999,10.180118,.52399999,0,504.06467,30.1,162.05,.69999999,10,0,47.509998,5.8000002,110.41,246.34685,75.639999,152.42999,4.73,13.03,14.2,18,37.700001,3.9000001,18.9,Alameda ,2866,8.8599997,74.559998,16.57,9.1400003,24.110001,48.389999,0,12.98,5.3699999
6001,6001402500,6001402500,Coronary heart disease among adults aged >=18 years,5.8000002,15.1,4.1999998,21.200001,30,12.2,33.700001,43.900002,82.599998,95.535713,83.539093,0,6001,0,94607,.028999999,9.9428205,.77700001,0,485.53564,40.700001,144.10001,2.4449999,10,0,52.040001,6.3499999,110.41,648.01111,85.620003,152.42999,10.08,13.03,14.9,3.0999999,66.5,14.3,24.299999,Alameda ,1781,17.24,72.989998,9.7700005,14.77,10.89,58.389999,0,13.31,2.6400001
6001,6001402600,6001402600,Coronary heart disease among adults aged >=18 years,8.5,18.6,6.1999998,16.700001,28.5,9.8999996,33.099998,39.5,86.699997,91.15538,71.404686,0,6001,0,94607,.028999999,9.9428205,1.094,0,479.47168,29.4,127.35,2.355,10,0,50.720001,6.1900001,110.41,906.4613,56.560001,133.48,1.61,11.45,24.299999,28.1,63,10.7,22.700001,Alameda ,1243,5.8699999,68.459999,25.66,16.49,14.4,25.91,.47999999,38.700001,4.02
6001,6001402700,6001402700,Coronary heart disease among adults aged >=18 years,4.0999999,10.4,4.3000002,13.5,18.9,16,22.299999,38.5,86.699997,89.776855,81.046677,0,6001,0,94612,.028999999,9.9184303,.56599998,0,495.61469,12.45,219.10001,1.17,11,0,49.169998,6,110.41,788.63556,65.050003,98.730003,10.86,8.6700001,10.5,11.5,38.799999,3.3,23,Alameda ,1890,9.6800003,82.650002,7.6700001,20.58,23.23,42.279999,.63,10.85,2.4300001
6001,6001402800,6001402800,Coronary heart disease among adults aged >=18 years,6.3000002,13.7,5.5999999,13.7,20.700001,14.2,23.5,36.5,87.900002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6001,6001402900,6001402900,Coronary heart disease among adults aged >=18 years,6.9000001,14.3,5.6999998,13.8,22.4,12.6,27,35.5,84.900002,96.837143,74.221268,0,6001,0,94612,.028999999,9.9184303,.95899999,0,486.18933,11.7,138.39999,1.48,11,.5,47.799999,5.8400002,110.41,473.47974,56.23,122.65,3.28,11.19,20.9,25,50.299999,5.8000002,18.9,Alameda ,1406,.43000001,71.410004,28.17,17.639999,21.549999,17.139999,.20999999,37.549999,5.9000001
6001,6001403000,6001403000,Coronary heart disease among adults aged >=18 years,12.5,23.799999,8.3000002,13.2,32.599998,5.5,38.799999,35.599998,89.599998,96.315788,64.509674,0,6001,0,94607,.028999999,9.8279753,1.175,0,469.23898,34.450001,151.8,1.215,11,1,51.59,6.3000002,110.41,1106.9573,35.740002,124.65,7.1399999,10.81,38.599998,57.5,54.5,7.6999998,33.299999,Alameda ,2905,4.6799998,55.830002,39.48,2.27,6.5100002,4.3699999,.34,83.93,2.5799999
6001,6001403100,6001403100,Coronary heart disease among adults aged >=18 years,4.3000002,10.4,3.5999999,14.3,19.5,16.700001,23.5,39.099998,83.599998,94.612793,85.393257,0,6001,0,94607,.028999999,9.8279753,1.279,0,472.11401,33.849998,150.10001,2.3499999,11,.25,48.610001,5.9299998,110.41,994.47748,24.129999,152.36,2.02,13.02,17.1,21.799999,41.599998,5.3000002,18.700001,Alameda ,2101,5.1900001,82.669998,12.14,13.04,27.84,17.66,.28999999,38.41,2.76
6001,6001403300,6001403300,Coronary heart disease among adults aged >=18 years,4.6999998,10.8,4.6999998,13.5,18.299999,13.8,23.4,36,86.099998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6001,6001403400,6001403400,Coronary heart disease among adults aged >=18 years,4.3000002,8.3000002,5.8000002,8.6999998,12.5,15.8,17,32.099998,88.800003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6001,6001403501,6001403501,Coronary heart disease among adults aged >=18 years,4.8000002,10.1,5.5,11.3,15.7,15.5,19.9,34.5,87.800003,95.285133,88.528481,0,6001,0,94611,.028999999,9.7713451,.73199999,0,517.03601,9.1000004,224.05,2.4549999,2,0,45.16,5.5100002,110.41,1336.5764,45.630001,48.27,5.4499998,7.6399999,7.5999999,18.200001,38.200001,3.2,12.6,Alameda ,4492,7.5900002,74.93,17.48,12.27,37.470001,23.889999,.52999997,19.459999,6.3899999
6001,6001403502,6001403502,Coronary heart disease among adults aged >=18 years,2.9000001,6.5,4.4000001,10.7,12.1,19.5,15.6,33.099998,86.900002,94.16404,91.868515,0,6001,0,94610,.028999999,9.7407084,.70899999,0,510.29333,1.75,106.4,1.095,2,0,42.169998,5.1500001,110.41,1301.4541,47.73,22.719999,6.1100001,4.21,9.1000004,3.3,29.6,4.6999998,20,Alameda ,2044,3.3800001,83.459999,13.16,11.94,42.029999,25.440001,0,11.11,9.4899998
6001,6001403600,6001403600,Coronary heart disease among adults aged >=18 years,3.4000001,7.8000002,4.8000002,11.3,13.7,17.799999,17.4,34.700001,87.699997,95.404816,86.221901,0,6001,0,94610,.028999999,9.5896807,.42399999,0,505.80933,.69999999,57.599998,.64999998,2,0,42.279999,5.1599998,110.41,2185.7241,59.619999,45.700001,6.9899998,9.3900003,7.1999998,3.3,31.1,5.3000002,15.8,Alameda ,5570,9.4099998,80.480003,10.11,13.91,29.34,41.240002,.23,9.3699999,5.9099998
6001,6001403701,6001403701,Coronary heart disease among adults aged >=18 years,4.3000002,7.3000002,6.3000002,10.1,13.1,17,17.200001,31.5,89,94.491058,80.4077,0,6001,0,94610,.028999999,9.7407084,.27599999,0,501.21835,1.75,96.650002,.79000002,2,0,37.860001,4.6199999,110.41,758.07227,52.43,43.98,2.24,7.3699999,6.0999999,3.7,23.700001,4,20.5,Alameda ,2968,4.1399999,77.290001,18.559999,12.2,43.029999,26.75,0,12.6,5.4200001
6001,6001403702,6001403702,Coronary heart disease among adults aged >=18 years,3.7,7,5.5,9.8000002,11.7,18.5,15,31.4,87.900002,99.044075,92.644318,0,6001,0,94610,.028999999,9.5896807,.38800001,0,487.98535,0,29.950001,.19499999,11,0,39.459999,4.8200002,110.41,2012.9187,41.970001,45.700001,2.52,9.3900003,,4.1999998,22.299999,2.9000001,16.5,Alameda ,1930,5.54,77.669998,16.790001,9.79,51.919998,15.03,0,17.67,5.5999999
6001,6001403800,6001403800,Coronary heart disease among adults aged >=18 years,3.0999999,6,5.5,8.1000004,9.5,18.799999,12.9,29.5,89.300003,98.292542,95.005547,0,6001,0,94610,.028999999,9.4566422,.308,0,512.69,0,18,1.11,2,0,37.150002,4.54,110.41,1169.1095,54.029999,45.700001,4.0500002,9.3900003,3,1.7,13.4,2.5,12.4,Alameda ,3351,7.6700001,78.959999,13.37,3.5799999,67.739998,12.98,0,11.82,3.8800001
6001,6001403900,6001403900,Coronary heart disease among adults aged >=18 years,3.3,6.3000002,5.6999998,8.6999998,10.5,18.4,14,31.1,89.199997,98.010674,96.095657,0,6001,0,94610,.028999999,9.5896807,.354,0,518.04633,.89999998,28.700001,2.3199999,2,0,39.200001,4.79,110.41,1708.1703,38.720001,41.07,3.4200001,8.5100002,,2.7,23.200001,5.4000001,16.200001,Alameda ,4051,6.7399998,77.089996,16.17,7.4299998,57.290001,13.55,.22,16.17,5.3299999
6001,6001404000,6001404000,Coronary heart disease among adults aged >=18 years,2.8,5.5999999,5,8.8000002,9.8000002,19.5,13.5,30.799999,89.199997,96.632301,96.668724,0,6001,0,94611,.028999999,9.5798922,.40200001,0,539.67767,4.5,66.949997,2.8199999,0,0,40.139999,4.9000001,110.41,1146.9401,42.57,31.9,2.6800001,7.7399998,2.2,3.4000001,16.799999,3.4000001,10.2,Alameda ,2895,5.9400001,82.279999,11.78,16.41,55.200001,7.25,1,12.64,7.5
6001,6001404101,6001404101,Coronary heart disease among adults aged >=18 years,3.3,5.6999998,6.1999998,7.3000002,8.8999996,19,12.3,28.799999,89.800003,98.560913,94.963593,0,6001,0,94611,.028999999,9.3605309,.145,0,561.633,9,53.099998,1.47,0,0,37.16,4.54,110.41,799.6618,53.380001,30.440001,4.5599999,7.4099998,1.2,1.1,9.6000004,3.7,12.7,Alameda ,3017,3.8099999,79.519997,16.67,7.0300002,62.18,7.8600001,.36000001,12.6,9.9799995
6001,6001404102,6001404102,Coronary heart disease among adults aged >=18 years,6.0999999,8.6000004,9.1000004,8.6000004,13.4,14.9,17.200001,28.299999,90.5,97.92746,76.864243,0,6001,0,94611,.028999999,9.5798922,.15000001,0,549.02728,9,52.799999,1.39,0,0,35.830002,4.3699999,110.41,580.91986,52.48,37.18,2.8,9.1899996,6.9000001,9.1000004,26.9,2.3,13.2,Alameda ,2653,4.98,62.16,32.869999,9.8800001,66.489998,4.71,1.36,12.77,4.79
6001,6001404200,6001404200,Coronary heart disease among adults aged >=18 years,4.3000002,7,7.6999998,7.3000002,10,16.6,13.1,27.700001,91.599998,98.222687,97.847069,0,6001,0,94611,.028999999,9.2079163,.235,0,558.57465,2.25,20,.48500001,0,2,34.380001,4.1999998,110.41,560.2984,44.650002,17.129999,3.52,6.9299998,1.9,2.5,7.5,9.3000002,7.1999998,Alameda ,3877,13.95,68.220001,17.82,5.5999999,61.75,6.3200002,.20999999,19.83,6.29
6001,6001404300,6001404300,Coronary heart disease among adults aged >=18 years,4.1999998,6.9000001,7.9000001,6.5999999,9.1999998,16.6,12.1,26.9,92.699997,99.661591,98.751839,0,6001,0,94618,.028999999,9.2460289,.55400002,0,582.4613,0,12,.175,0,0,29.93,3.6500001,110.41,933.00452,45.290001,18.620001,3.3800001,8.0799999,1.1,1.3,3.5999999,3.7,5.5999999,Alameda ,3443,13.19,66.800003,20.01,12,65.290001,1.66,0,13.56,7.4899998
6001,6001404400,6001404400,Coronary heart disease among adults aged >=18 years,3.8,6.8000002,6.8000002,7.6999998,9.8999996,17.4,12.9,28.799999,91.599998,99.774109,91.503265,0,6001,0,94611,.028999999,8.9906406,.176,0,543.74066,0,0,.050000001,0,1,22.139999,2.7,110.41,923.4895,29.02,23.82,5.1999998,6.3400002,3.3,.60000002,9.5,1.8,7.5999999,Alameda ,5628,10.41,70.519997,19.07,5.3099999,67,2.3299999,.31999999,12.95,12.08
6001,6001404501,6001404501,Coronary heart disease among adults aged >=18 years,4.5,7.4000001,8.5,6.3000002,9.3999996,15.9,12.1,26.799999,93.5,98.156425,95.55896,0,6001,0,94611,.028999999,9.0744944,.25400001,0,513.12665,9,1,.20999999,1,.60000002,30,3.6600001,110.41,469.45755,57.279999,29.98,3,7.79,2.5,1.8,3.4000001,3.0999999,5.6999998,Alameda ,1809,14.7,64.290001,21.01,6.6900001,66.389999,6.7399998,0,12.05,8.1300001
6001,6001404502,6001404502,Coronary heart disease among adults aged >=18 years,4.3000002,7.3000002,7.6999998,7.4000001,9.8999996,16.9,12.7,27.799999,92.800003,99.151535,97.52475,0,6001,0,94611,.028999999,8.9056606,.125,0,506.66867,9,0,.2,1,1,25.02,3.0599999,103.33,340.22058,42.740002,35.220001,4.5,8.8599997,2.9000001,2.9000001,3.2,2.3,5.1999998,Alameda ,5891,15.02,67.239998,17.74,7.6199999,75.510002,1.14,0,10.19,5.5500002
6001,6001404600,6001404600,Coronary heart disease among adults aged >=18 years,4.8000002,7.9000001,8.1999998,7.4000001,10.5,15.9,13.2,27.9,93.300003,96.515396,98.888885,0,6001,0,94611,.030999999,8.9057608,.108,0,475.40866,9,0,.11,1,1,24.25,2.96,203.35001,343.41449,43.959999,33.75,2.03,7.6700001,1.7,1.2,10,5.6999998,4,Alameda ,4625,9.8400002,65.919998,24.24,4.8200002,69.690002,3.8499999,.17,15.35,6.1199999
6001,6001404700,6001404700,Coronary heart disease among adults aged >=18 years,4.1999998,7.4000001,7.8000002,6.9000001,9.8000002,16.299999,12.5,27.9,93.199997,98.09433,95.940956,0,6001,0,94602,.028999999,9.1186781,.206,0,486,2.25,12.5,.050000001,1,.1,26.23,3.2,110.41,375.23206,55.02,42.48,3.45,5.98,1.4,0,4.8000002,3.9000001,2.9000001,Alameda ,2137,13.29,67.519997,19.190001,9.4499998,69.580002,5.9899998,0,11.65,3.3199999
6001,6001404800,6001404800,Coronary heart disease among adults aged >=18 years,4.1999998,8.3999996,6.3000002,9.8000002,13.2,16.299999,16.5,31.9,90.400002,98.64151,91.505081,0,6001,0,94602,.028999999,9.1634665,.175,0,476.50635,0,28,.1,1,0,27.120001,3.3099999,110.41,259.07666,69.199997,73.440002,4.4299998,8.9799995,7,3.0999999,21.799999,6.5999999,13.4,Alameda ,2647,8.1599998,75.82,16.02,14.43,49.380001,15.98,.41999999,11.07,8.7299995
6001,6001404900,6001404900,Coronary heart disease among adults aged >=18 years,4,8.1999998,6.5999999,9.1999998,12,16.1,15.5,30.799999,90.5,95.979309,95.027023,0,6001,0,94602,.028999999,9.2712297,.336,0,476.13901,0,30,.16,1,0,35.32,4.3099999,110.41,1621.3784,61.25,68.190002,5.1399999,8.4700003,5.4000001,4.6999998,11.4,1,11,Alameda ,4197,13.53,66.900002,19.559999,11.84,56.09,9.6000004,.67000002,16.110001,5.6900001
6001,6001405000,6001405000,Coronary heart disease among adults aged >=18 years,3.7,7,6.6999998,7.5999999,10,17.1,13.1,29.200001,91.800003,99.564461,95.003242,0,6001,0,94610,.028999999,9.2840948,.15899999,0,485.83069,0,32.5,.16,3,0,34.849998,4.2600002,110.41,1813.7272,60.09,40.169998,3.5,6.48,2.5999999,3.7,8.8000002,2.9000001,3.8,Alameda ,3394,12.93,67.209999,19.860001,7.4000001,61.580002,11.73,0,10.99,8.3100004
6001,6001405100,6001405100,Coronary heart disease among adults aged >=18 years,4.0999999,7.3000002,7.5999999,6.3000002,9.1000004,16.6,11.9,27.700001,93,99.743294,96.526947,0,6001,0,94610,.028999999,9.4309645,.142,0,497.944,0,18.5,.33000001,3,0,35.330002,4.3099999,110.41,1676.3512,61.799999,39.189999,3.75,8.1499996,.30000001,1.3,4.3000002,1,5.6999998,Alameda ,4285,11.23,67.82,20.959999,3.4300001,65.019997,13.56,0,10.15,7.8400002
6001,6001405200,6001405200,Coronary heart disease among adults aged >=18 years,3.5999999,8.1000004,5.0999999,10.2,12.8,16.200001,17.200001,33.200001,89,96.336502,93.27314,0,6001,0,94606,.028999999,9.5817232,.31,0,480.47101,0,25.35,.175,11,0,41.720001,5.0900002,110.41,1759.2288,73.32,49.380001,5.3200002,6.77,7.0999999,8.8999996,23.1,4.5,16.200001,Alameda ,5183,7.0999999,78.449997,14.45,15.84,38.259998,8.9899998,.28999999,32.029999,4.5900002
6001,6001405301,6001405301,Coronary heart disease among adults aged >=18 years,2.9000001,6.3000002,4.6999998,9,10.8,18.9,14.5,33.099998,88.800003,94.876144,91.842102,0,6001,0,94606,.028999999,9.5817232,.208,0,467.90967,1.4,23.1,.055,11,0,32.59,3.98,110.41,456.96658,54.060001,93.120003,6.8499999,9.7600002,4,6.9000001,17.200001,4.3000002,18,Alameda ,2954,8.5600004,79.489998,11.95,18.280001,52.639999,11.48,0,10.73,6.8699999
6001,6001405302,6001405302,Coronary heart disease among adults aged >=18 years,5.4000001,11.6,5.5999999,12.7,19.5,13.8,23.5,35.400002,86.199997,95.45256,84.018265,0,6001,0,94606,.028999999,9.8058844,.347,0,461.87802,7.1999998,41.5,.13,11,.25,38.799999,4.7399998,110.41,421.89865,54.540001,87.029999,4.8400002,8.79,22.5,29.4,39.200001,5.5,22.1,Alameda ,2373,5.8200002,75.940002,18.25,8.0900002,30.76,12.81,.34,42.310001,5.6900001
6001,6001405401,6001405401,Coronary heart disease among adults aged >=18 years,3.9000001,10,3.9000001,13.1,18.299999,14.8,23.299999,38.099998,85.400002,94.404831,82.133995,0,6001,0,94606,.028999999,9.8058844,.41499999,0,458.00934,8.8000002,28.549999,.085000001,15,0,39.279999,4.8000002,110.41,327.8385,71.300003,99.290001,5.2600002,10.29,19.799999,19.5,35.799999,6.5999999,28.4,Alameda ,3648,8.7700005,79.959999,11.27,22.59,20.530001,16.23,0,35.009998,5.6500001
6001,6001405402,6001405402,Coronary heart disease among adults aged >=18 years,4.5999999,11.7,4.3000002,14.7,21.200001,13.5,26.5,39.400002,84.800003,94.781044,82.495667,0,6001,0,94606,.028999999,9.5623474,.58600003,0,449.15134,6,25.299999,.050000001,15,0,39.849998,4.8699999,110.41,334.66696,87.599998,99.290001,6.5799999,10.29,22.299999,22.5,43.599998,5.9000001,27.1,Alameda ,3357,11.77,80.910004,7.3299999,21.059999,17.25,25.799999,.23999999,30.98,4.6799998
6001,6001405500,6001405500,Coronary heart disease among adults aged >=18 years,3.8,9.5,4.1999998,12,16.299999,14.2,21.5,35.900002,86.5,93.957542,88.792526,0,6001,0,94606,.028999999,9.5623474,.23,0,462.39267,0,18.85,.13500001,15,0,34.119999,4.1700001,110.41,217.50885,78.010002,99.290001,7.8000002,10.29,15,8.8000002,29.4,4.5999999,26.9,Alameda ,3880,9.3299999,76.129997,14.54,9.2799997,21.42,22.42,.69999999,42.529999,3.6600001
